,_id,name,sku,country,region,type,alcohol,giftbox,volume,description,chilled,quantity,foc,cartonPrice,movingAvgCost,smartPrice,price,pck,metaTitle,metaKeywords,metaDescription,image,isFeatured,bulkDisable,outOfStockType,availabilityDays,availabilityTime,deliveryType,isLoyalty,loyaltyType,dealerData,isSampleProduct,showInterest,bulkPricing,slug,categories,loyalty,shortDescription,status,mainProduct,newTagDuration,newTagDurationReset,updated_at,created_at,imageFiles,rack,barcode,url,api,prisync.name,prisync.category.name,prisync.brand.name,prisync.product_code,prisync.cost,newTillDate.sec,newTillDate.usec,prisyncId,prisync.id,prisync.category.id,prisync.brand.id,prisync.external_ref,prisync.smart_price,prisync.urls,isProductLabel,prisync.barcode,noImage,loyaltyValueType,loyaltyValuePoint,Age in years,brand
68,5f7ee0d29ae56e6d7b8b4a85,blanton's gold 70cl,WSM118,USA,Kentucky,Bourbon,51.50%,Y,700,"A superb single barrel bourbon. Blanton&#39;s Gold is distilled from a mashbill of corn, rye and malted barley. Each bottle is hand filled, sealed, labelled and individually numbered. Nose: Oaky, dry. Plenty of fruit, mostly dried. Chewy peels, floral. Spicy. Palate: Complex, enjoyable top notes, chewy oak. Dark stone fruits, deep spices, peppy and rich. Finish: Long, toffee, drying.</p>
",0,0,0,90,90,145,90,1,Buy Blanton's Gold 70cl Online - Free Delivery in Singapore,"Blanton's Gold 70cl free delivery in singapore, buy Blanton's Gold 70cl online SG, Blanton's Gold 70cl delivery singapore",Order Blanton's Gold 70cl in Singapore from our online Alcohol Delivery shop - Alcohaul. Buy Blanton's Gold 70cl online & get free delivery above $100 anywhere in Singapore.,blantons-gold-700ml,0,1,2,2,990,0,0,0,"dealerId: 5f7edae09ae56e6d7b8b4568, cost: 90",0,0,"   from_qty : 2,  to_qty : 5,  smartPrice : 142 ,   from_qty : 6,  to_qty : 10,  smartPrice : 141  ",blantons-gold-70cl,"5f7edb089ae56e6d7b8b459f, 5f7edb119ae56e6d7b8b45aa",0,Blanton's Gold 70cl,1,,0,0,16/10/20 13:47,08/10/20 9:50,"source: 5f7ee0d29ae56e6d7b8b4a85_0.png, label: blantons-gold-700ml, order: 1, coverimage: 1",,,https://alcohaul.sg/products/blantons-gold-70cl,https://alcohaul.sg/api/productdetail/?slug=blantons-gold-70cl,Blanton's Gold 70cl,Whisky,New AH,WSM118,90,1602150610,0,,,,,,,,,,,,,,blanton's
69,5f7ee0d19ae56e6d7b8b4a84,blanton's original 70cl,WSM117,USA,Kentucky,Bourbon,46.50%,Y,700,"Blanton&#39;s was originally introduced in 1984, and it&#39;s the first official single barrel bourbon. It is matured in white oak. It is produced at the Buffalo Trace distillery. Chewy caramels, orange zest, crushed hazelnuts and pecans, with vanilla-rich oak at its core.</p>
",0,0,0,68,68,106,68,1,Buy Blanton's Original 70cl Online - Free Delivery in Singapore,"Blanton's Original 70cl free delivery in singapore, buy Blanton's Original 70cl online SG, Blanton's Original 70cl delivery singapore",Order Blanton's Original 70cl in Singapore from our online Alcohol Delivery shop - Alcohaul. Buy Blanton's Original 70cl online & get free delivery above $100 anywhere in Singapore.,blantons-original-700ml,0,1,2,2,990,0,0,0,"dealerId: 5f7edae09ae56e6d7b8b4568, cost: 68",0,0,"   from_qty : 2,  to_qty : 5,  smartPrice : 103 ,   from_qty : 6,  to_qty : 10,  smartPrice : 102  ",blantons-original-70cl,"5f7edb089ae56e6d7b8b459f, 5f7edb119ae56e6d7b8b45aa",0,Blanton's Original 70cl,1,,0,0,21/11/20 1:09,08/10/20 9:50,"source: 5f7ee0d19ae56e6d7b8b4a84_0.png, label: blantons-original-700ml, order: 1, coverimage: 1",,"code: 080244002039, qty: 1",https://alcohaul.sg/products/blantons-original-70cl,https://alcohaul.sg/api/productdetail/?slug=blantons-original-70cl,Blanton's Original 70cl,Whisky,New AH,WSM117,68,1602150609,0,,,,,,,,,,,,,,blanton's
70,5f7ee0d59ae56e6d7b8b4a87,blanton's special reserve 70cl,WSM120,USA,Kentucky,Bourbon,40%,0,700,"Bottled at the lower strength of 40%, this is the perfect introduction to the fabulous Blanton&#39;s family of small-batch and single barrel bourbons. Nose: Spiced. Grainy sweetness. Buttery, fruity tang. Palate: Light, balanced, gentle spices, toffee. Dried peels. Finish: Spices, medium-length.</p>
",0,0,0,0,103,103,103,1,Buy Blanton's Special Reserve 70cl Online - Free Delivery in Singapore,"Blanton's Special Reserve 70cl free delivery in singapore, buy Blanton's Special Reserve 70cl online SG, Blanton's Special Reserve 70cl delivery singapore",Order Blanton's Special Reserve 70cl in Singapore from our online Alcohol Delivery shop - Alcohaul. Buy Blanton's Special Reserve 70cl online & get free delivery above $100 anywhere in Singapore.,blantons-special-reserve-700ml,0,1,2,2,990,0,0,0,"dealerId: 5f7edae09ae56e6d7b8b4568, cost: 103",0,0,"   from_qty : 2,  to_qty : 5,  smartPrice : 103 ,   from_qty : 6,  to_qty : 10,  smartPrice : 103  ",blantons-special-reserve-70cl,"5f7edb089ae56e6d7b8b459f, 5f7edb119ae56e6d7b8b45aa",0,Blanton's Special Reserve 70cl,1,,0,0,16/10/20 13:47,08/10/20 9:50,"source: 5f7ee0d59ae56e6d7b8b4a87_0.jpg, label: blantons-special-reserve-700ml, order: 1, coverimage: 1",,,https://alcohaul.sg/products/blantons-special-reserve-70cl,https://alcohaul.sg/api/productdetail/?slug=blantons-special-reserve-70cl,Blanton's Special Reserve 70cl,Whisky,New AH,WSM120,103,1602150613,0,,,,,,,,,,,,,,blanton's
71,5f7ee0d39ae56e6d7b8b4a86,blanton's straight from the barrel 70cl,WSM119,USA,Kentucky,Bourbon,65.20%,0,700,"Always popular among bourbon lovers, Blanton&#39;s Straight From The Barrel doesn&#39;t disappoint. Single cask bourbon, bottled at cask strength after being matured in Buffalo Trace&#39;s famous Warehouse H. Chewy caramel, barrel char, waxy fruit and peppery spice. Enjoyably oily at times.</p>
",0,0,0,92.9,92.9,199,92.9,1,Buy Blanton's Straight From The Barrel 70cl Online - Free Delivery in Singapore,"Blanton's Straight From The Barrel 70cl free delivery in singapore, buy Blanton's Straight From The Barrel 70cl online SG, Blanton's Straight From The Barrel 70cl delivery singapore",Order Blanton's Straight From The Barrel 70cl in Singapore from our online Alcohol Delivery shop - Alcohaul. Buy Blanton's Straight From The Barrel 70cl online & get free delivery above $100 anywhere in Singapore.,blantons-straight-from-the-barrel-700ml,0,1,2,2,990,0,0,0,"dealerId: 5f7edae09ae56e6d7b8b4568, cost: 92.9",0,0,"   from_qty : 2,  to_qty : 5,  smartPrice : 196 ,   from_qty : 6,  to_qty : 10,  smartPrice : 195  ",blantons-straight-from-the-barrel-70cl,"5f7edb089ae56e6d7b8b459f, 5f7edb119ae56e6d7b8b45aa",0,Blanton's Straight From The Barrel 70cl,1,,0,0,16/10/20 13:47,08/10/20 9:50,"source: 5f7ee0d39ae56e6d7b8b4a86_0.jpg, label: blantons-straight-from-the-barrel-700ml, order: 1, coverimage: 1",,,https://alcohaul.sg/products/blantons-straight-from-the-barrel-70cl,https://alcohaul.sg/api/productdetail/?slug=blantons-straight-from-the-barrel-70cl,Blanton's Straight From The Barrel 70cl,Whisky,New AH,WSM119,92.9,1602150611,0,,,,,,,,,,,,,,blanton's
72,5f7ee1259ae56e6d7b8b4ac3,bowmore 15yrs 70cl,WSM215,Scotland,Islay,Single Malt Scotch Whiskey,43%,Y,700,"A whisky coming into its prime. This 15-year-old single malt, which spends its final three years in oloroso sherry casks, is elegantly balanced between this sherry influence and the distillery&#39;s fruit and peat characteristics including a siren-like whisper of tropical fruit that will delight fans of older-style Bowmore. Now is the time to try Bowmore 15 Year Old, which reflects the best of the distillery&#39;s output from around the new millennium.</p>
",0,17,0,70.64,70.64,84.99,70.64,1,Buy Bowmore 15yrs 70cl Online - Free Delivery in Singapore,"Bowmore 15yrs 70cl free delivery in singapore, buy Bowmore 15yrs 70cl online SG, Bowmore 15yrs 70cl delivery singapore",Order Bowmore 15yrs 70cl in Singapore from our online Alcohol Delivery shop - Alcohaul. Buy Bowmore 15yrs 70cl online & get free delivery above $100 anywhere in Singapore.,bowmore-darkest-15-years-700ml,0,1,2,2,990,0,0,0,"dealerId: 5f7edb0f9ae56e6d7b8b45a7, cost: 70.64",0,0,"   from_qty : 2,  to_qty : 5,  smartPrice : 83 ,   from_qty : 6,  to_qty : 10,  smartPrice : 82  ",bowmore-15yrs-70cl,"5f7edb089ae56e6d7b8b459f, 5f7edb119ae56e6d7b8b45aa",0,Bowmore 15yrs 70cl,1,,0,0,05/07/21 2:50,08/10/20 9:51,"source: 5f7ee1259ae56e6d7b8b4ac3_0.jpg, label: bowmore-darkest-15-years-700ml, order: 1, coverimage: 1",C4-12-F,"code: 5010496020821, qty: 1",https://alcohaul.sg/products/bowmore-15yrs-70cl,https://alcohaul.sg/api/productdetail/?slug=bowmore-15yrs-70cl,Bowmore 15yrs 70cl,Whisky,New AH,WSM215,70.64,1602150693,0,,,,,,,,,,,,,15yr,bowmore
73,5f7ee09f9ae56e6d7b8b4a5d,bowmore 18yrs 70cl,WSM067,Scotland,Islay,Single Malt Scotch Whiskey,40%,Y,700,"Nose: Bowmore 18 years is pungent, citrusy. Stewing fruit, hints of damp wood and a very soft smoke. Palate: Spirity at first, then gives way to perfume, fruit, plum jam. A good sweetness, peat smoke, grapey. Finish: Seville marmalade, blossom, dark peat.</p>
",0,66,0,109.48,109.48,132,109.48,1,Buy Bowmore 18yrs 70cl Online - Free Delivery in Singapore,"Bowmore 18yrs 70cl free delivery in singapore, buy Bowmore 18yrs 70cl online SG, Bowmore 18yrs 70cl delivery singapore",Order Bowmore 18yrs 70cl in Singapore from our online Alcohol Delivery shop - Alcohaul. Buy Bowmore 18yrs 70cl online & get free delivery above $100 anywhere in Singapore.,bowmore-18-years-700ml,0,1,2,2,990,0,0,0,"dealerId: 5f7edb0f9ae56e6d7b8b45a7, cost: 109.48",0,0,"   from_qty : 2,  to_qty : 5,  smartPrice : 129 ,   from_qty : 6,  to_qty : 10,  smartPrice : 128  ",bowmore-18yrs-70cl,"5f7edb089ae56e6d7b8b459f, 5f7edb119ae56e6d7b8b45aa",0,Bowmore 18yrs 70cl,1,,0,0,05/07/21 2:50,08/10/20 9:49,"source: 5f7ee09f9ae56e6d7b8b4a5d_0.jpg, label: bowmore-18-years-700ml, order: 1, coverimage: 1",C4-13-F,"code: 5010496001400, qty: 1",https://alcohaul.sg/products/bowmore-18yrs-70cl,https://alcohaul.sg/api/productdetail/?slug=bowmore-18yrs-70cl,Bowmore 18yrs 70cl,Whisky,New AH,WSM067,109.48,1602150559,0,,,,,,,,,,,,,18yr,bowmore
74,5f7ee0589ae56e6d7b8b4a27,bowmore islay 12yrs 70cl,WSM006,Scotland,Islay,Single Malt Whisky,40%,Y,700,"The Bowmore Islay 12 Years - Coastal smoke and ash soon make way for bergamot, orange zest, lemon slices and some hay before becoming rather floral, heather smoke now competing with the ash. Lovely and rounded, honeyed even, initially. Vanilla, perfumed smoke and coastal elements develop. Dark Peat. Blossom, oily sweetness. Smoky and long. Sea spray, dry grass, a touch of ash and citrus finish.</p>
",0,861,0,51.56,51.56,63,51.56,1,Buy Bowmore Islay 12yrs 70cl Online - Free Delivery in Singapore,"Bowmore Islay 12yrs 70cl free delivery in singapore, buy Bowmore Islay 12yrs 70cl online SG, Bowmore Islay 12yrs 70cl delivery singapore",Order Bowmore Islay 12yrs 70cl in Singapore from our online Alcohol Delivery shop - Alcohaul. Buy Bowmore Islay 12yrs 70cl online & get free delivery above $100 anywhere in Singapore.,bowmore-islay-12-years,0,1,2,2,990,0,0,0,"dealerId: 5f7edaf79ae56e6d7b8b4584, cost: 51.56",0,0,"   from_qty : 2,  to_qty : 5,  smartPrice : 62 ,   from_qty : 6,  to_qty : 10,  smartPrice : 61  ",bowmore-islay-12yrs-70cl,"5f7edb089ae56e6d7b8b459f, 5f7edb119ae56e6d7b8b45aa",0,Bowmore Islay 12yrs 70cl,1,,0,0,03/07/21 9:44,08/10/20 9:48,"source: 5f7ee0589ae56e6d7b8b4a27_0.jpg, label: bowmore-islay-12-years, order: 1, coverimage: 1",C4-14-F,"code: 5010496080818, qty: 1",https://alcohaul.sg/products/bowmore-islay-12yrs-70cl,https://alcohaul.sg/api/productdetail/?slug=bowmore-islay-12yrs-70cl,Bowmore Islay 12yrs 70cl,Whisky,New AH,WSM006,51.56,1602150488,0,,,,,,,,,,,,,12yr,bowmore
75,5f7ee1209ae56e6d7b8b4ac0,bruichladdich classic laddie 70cl,WSM208,Scotland,Islay,Single Malt Whisky,50%,Y,700,"Bruichladdich's Scottish Barley is made entirely from Scottish-grown barley, trickle distilled and then matured in American oak. The distillery class it as their signature bottling.
",0,9972,0,93.81,93.81,115,115,1,Buy Bruichladdich Classic Laddie 70cl Online - Free Delivery in Singapore,"Bruichladdich Classic Laddie 70cl free delivery in singapore, buy Bruichladdich Classic Laddie 70cl online SG, Bruichladdich Classic Laddie 70cl delivery singapore",Order Bruichladdich Classic Laddie 70cl in Singapore from our online Alcohol Delivery shop - Alcohaul. Buy Bruichladdich Classic Laddie 70cl online & get free delivery above $100 anywhere in Singapore.,bruichladdich-classic-laddie-700ml,0,1,2,2,990,0,0,0,"dealerId: 5f7edc0b9ae56e6d7b8b469e, cost: 93.81",0,0,"   from_qty : 2,  to_qty : 5,  smartPrice : 0 ,   from_qty : 6,  to_qty : 10,  smartPrice : 0  ",bruichladdich-classic-laddie-70cl,"5f7edb089ae56e6d7b8b459f, 5f7edb119ae56e6d7b8b45aa",0,Bruichladdich Classic Laddie 70cl,1,,0,0,17/06/21 5:27,08/10/20 9:51,"source: 5f7ee1209ae56e6d7b8b4ac0_0.jpg, label: bruichladdich-classic-laddie-700ml, order: 1, coverimage: 1",D4-5-F,"code: 5055807400312, qty: 1",https://alcohaul.sg/products/bruichladdich-classic-laddie-70cl,https://alcohaul.sg/api/productdetail/?slug=bruichladdich-classic-laddie-70cl,Bruichladdich Classic Laddie 70cl,Whisky,New AH,WSM208,93.81,1602150688,0,,,,,,,,,,,,,,bruichladdich
76,5f7ee1229ae56e6d7b8b4ac1,bruichladdich laddie 8 years 70cl,WSM209,Scotland,Islay,Single Malt Whisky,50%,Y,700,"An 8 year old single malt from Islay's Bruichladdich distillery, originally released for the Travel Retail Market. The Laddie Eight was created by Head Distiller Adam Hannett, with an aim to capturing the fantastic floral notes along with Bruichladdich's coastal elements.
",0,9993,0,86.23,86.23,125,125,1,Buy Bruichladdich Laddie 8 Years 70cl Online - Free Delivery in Singapore,"Bruichladdich Laddie 8 Years 70cl free delivery in singapore, buy Bruichladdich Laddie 8 Years 70cl online SG, Bruichladdich Laddie 8 Years 70cl delivery singapore",Order Bruichladdich Laddie 8 Years 70cl in Singapore from our online Alcohol Delivery shop - Alcohaul. Buy Bruichladdich Laddie 8 Years 70cl online & get free delivery above $100 anywhere in Singapore.,bruichladdich-laddie-8-years-700ml,0,1,2,2,990,0,0,0,"dealerId: 5f7edc0b9ae56e6d7b8b469e, cost: 86.23",0,0,"   from_qty : 2,  to_qty : 5,  smartPrice : 0 ,   from_qty : 6,  to_qty : 10,  smartPrice : 0  ",bruichladdich-laddie-8-years-70cl,"5f7edb089ae56e6d7b8b459f, 5f7edb119ae56e6d7b8b45aa",0,Bruichladdich Laddie 8 Years 70cl,1,,0,0,23/12/20 1:49,08/10/20 9:51,"source: 5f7ee1229ae56e6d7b8b4ac1_0.jpg, label: bruichladdich-laddie-8-years-700ml, order: 1, coverimage: 1",D4-6-F,"code: 5055807405850, qty: 1",https://alcohaul.sg/products/bruichladdich-laddie-8-years-70cl,https://alcohaul.sg/api/productdetail/?slug=bruichladdich-laddie-8-years-70cl,Bruichladdich Laddie 8 Years 70cl,Whisky,New AH,WSM209,86.23,1602150690,0,,,,,,,,,,,,,8 year,bruichladdich
77,5f7edfbf9ae56e6d7b8b49ae,buffalo trace bourbon 70cl,WBO011,USA,Kentucky,Bourbon,45%,0,700,"Produced by the distillery of the same name, Buffalo Trace Straight Bourbon has a worldwide reputation amongst connoisseurs. Launched for the first time in 1999, for many years Buffalo Trace had an alcohol content of 45%. Style: Complex and elegant. Nose: Spicy. Caramel, toffee, cinnamon. Vanilla, citrus fruit and mint. Palate: Woody and spicy. Brown sugar. Apples. Corn. Candied fruit. Finish: Long and mellow. Cinnamon and toffee.</p>
",0,9888,0,47.81,47.81,79.69,79.69,1,Buy Buffalo Trace Bourbon 70cl Online - Free Delivery in Singapore,"Buffalo Trace Bourbon 70cl free delivery in singapore, buy Buffalo Trace Bourbon 70cl online SG, Buffalo Trace Bourbon 70cl delivery singapore",Order Buffalo Trace Bourbon 70cl in Singapore from our online Alcohol Delivery shop - Alcohaul. Buy Buffalo Trace Bourbon 70cl online & get free delivery above $100 anywhere in Singapore.,buffalo-trace-bourbon-700ml,1,1,2,2,990,0,0,0,"dealerId: 5f7edc0b9ae56e6d7b8b469e, cost: 47.81",0,0,"   from_qty : 2,  to_qty : 5,  smartPrice : 79 ,   from_qty : 6,  to_qty : 10,  smartPrice : 79  ",buffalo-trace-bourbon-70cl,"5f7edb089ae56e6d7b8b459f, 5f7edfb39ae56e6d7b8b49a3",0,Buffalo Trace Bourbon 70cl,1,,0,0,04/07/21 5:54,08/10/20 9:45,"source: 5f7edfbf9ae56e6d7b8b49ae_0.jpg, label: buffalo-trace-bourbon-700ml, order: 1, coverimage: 1","D4-7-F,D4-8-F","code: 080244009984, qty: 1",https://alcohaul.sg/products/buffalo-trace-bourbon-70cl,https://alcohaul.sg/api/productdetail/?slug=buffalo-trace-bourbon-70cl,Buffalo Trace Bourbon 70cl,Whisky,New AH,WBO011,47.81,1602150335,0,,,,,,,,,,,,,,buffalo
78,5f7edfb39ae56e6d7b8b49a4,bulleit bourbon whiskey 70cl,WBO001,USA,Kentucky,Bourbon,40%,0,700,"Bulleit Bourbon is the winner of 2012 gold awards at the San Francisco World Spirits Competition and Beverage Testing&#39;s Institute International Review of Spirits Competition Flavour Notes - A rich, oaky aroma with flavours of vanilla, spice and pepper</p>
",0,907,0,41,41,60,41,1,Buy Bulleit Bourbon Whiskey 70cl Online - Free Delivery in Singapore,"Bulleit Bourbon Whiskey 70cl free delivery in singapore, buy Bulleit Bourbon Whiskey 70cl online SG, Bulleit Bourbon Whiskey 70cl delivery singapore",Order Bulleit Bourbon Whiskey 70cl in Singapore from our online Alcohol Delivery shop - Alcohaul. Buy Bulleit Bourbon Whiskey 70cl online & get free delivery above $100 anywhere in Singapore.,bulliet-bourbon-whisky,0,1,2,2,990,0,0,0,"dealerId: 5f7edae69ae56e6d7b8b4570, cost: 41",0,0,"   from_qty : 2,  to_qty : 5,  smartPrice : 57 ,   from_qty : 6,  to_qty : 10,  smartPrice : 56  ",bulleit-bourbon-whiskey-70cl,"5f7edb089ae56e6d7b8b459f, 5f7edfb39ae56e6d7b8b49a3",0,Bulleit Bourbon Whiskey 70cl,1,,0,0,09/07/21 3:36,08/10/20 9:45,"source: 5f7edfb39ae56e6d7b8b49a4_0.jpg, label: bulliet-bourbon-whisky, order: 1, coverimage: 1","C6-6-F,C6-7-F","code: 5000281038018, qty: 1",https://alcohaul.sg/products/bulleit-bourbon-whiskey-70cl,https://alcohaul.sg/api/productdetail/?slug=bulleit-bourbon-whiskey-70cl,Bulleit Bourbon Whiskey 70cl,Whisky,New AH,WBO001,41,1602150323,0,,,,,,,,,,,,,,bulleit
79,5f7edfb49ae56e6d7b8b49a5,bulleit rye whiskey 70cl,WBO002,USA,Kentucky,Bourbon,40%,0,700,"The biggest rye whiskey in the US, Bulleit Rye has been recognised with awards including Double Gold Medal at the 2013 and 2011 San Francisco World Spirits Competition and Gold Medal at the 2012 Beverage Testing&#39;s Institute International Review of Spirits Competition. Flavour Notes: Bulleit Rye has smooth, sweet tones of maple &amp; oak and a woody, light toffee finish with dried fruit.</p>
",0,932,0,51,51,66.29,51,1,Buy Bulleit Rye Whiskey 70cl Online - Free Delivery in Singapore,"Bulleit Rye Whiskey 70cl free delivery in singapore, buy Bulleit Rye Whiskey 70cl online SG, Bulleit Rye Whiskey 70cl delivery singapore",Order Bulleit Rye Whiskey 70cl in Singapore from our online Alcohol Delivery shop - Alcohaul. Buy Bulleit Rye Whiskey 70cl online & get free delivery above $100 anywhere in Singapore.,bulliet-rye-whisky,0,1,2,2,990,0,0,0,"dealerId: 5f7edae69ae56e6d7b8b4570, cost: 51",0,0,"   from_qty : 2,  to_qty : 5,  smartPrice : 65 ,   from_qty : 6,  to_qty : 10,  smartPrice : 64  ",bulleit-rye-whiskey-70cl,"5f7edb089ae56e6d7b8b459f, 5f7edfb39ae56e6d7b8b49a3",0,Bulleit Rye Whiskey 70cl,1,,0,0,07/07/21 10:22,08/10/20 9:45,"source: 5f7edfb49ae56e6d7b8b49a5_0.jpg, label: bulliet-rye-whisky, order: 1, coverimage: 1","C6-8-F,C6-9-F","code: 082000765585, qty: 1",https://alcohaul.sg/products/bulleit-rye-whiskey-70cl,https://alcohaul.sg/api/productdetail/?slug=bulleit-rye-whiskey-70cl,Bulleit Rye Whiskey 70cl,Whisky,New AH,WBO002,51,1602150324,0,,,,,,,,,,,,,,bulleit
80,5f7ee0889ae56e6d7b8b4a4b,bunnahabhain 12yrs 70cl,WSM047,Scotland,Islay,Single Malt Scotch Whiskey,46.30%,Y,700,"Since inception in 1881, Bunnahabhain has been producing an Islay malt a little different from most. By not heavily peating their malted barley, the resulting whisky is a clean, pure and distinctive malt. Embodying the 'gentle taste of Islay', Bunnahabhain 12 Year Old is an approachable, welcoming whisky. Ex-sherry cask influence and being non-chill filtered add to the layers of complexity exuding from this premium whisky.
",0,9983,0,92,92,151.9,151.9,1,Buy Bunnahabhain 12yrs 70cl Online - Free Delivery in Singapore,"Bunnahabhain 12yrs 70cl free delivery in singapore, buy Bunnahabhain 12yrs 70cl online SG, Bunnahabhain 12yrs 70cl delivery singapore",Order Bunnahabhain 12yrs 70cl in Singapore from our online Alcohol Delivery shop - Alcohaul. Buy Bunnahabhain 12yrs 70cl online & get free delivery above $100 anywhere in Singapore.,bunnahbain-12-years-700ml,0,1,2,2,990,0,0,0,"dealerId: 5f7edc0b9ae56e6d7b8b469e, cost: 92",0,0,"   from_qty : 2,  to_qty : 5,  smartPrice : 0 ,   from_qty : 6,  to_qty : 10,  smartPrice : 0  ",bunnahabhain-12yrs-70cl,"5f7edb089ae56e6d7b8b459f, 5f7edb119ae56e6d7b8b45aa",0,Bunnahabhain 12yrs 70cl,1,,0,0,19/02/21 8:34,08/10/20 9:48,"source: 5f7ee0889ae56e6d7b8b4a4b_0.jpg, label: bunnahbain-12-years-700ml, order: 1, coverimage: 1",D4-9-F,"code: 5029704217366, qty: 1",https://alcohaul.sg/products/bunnahabhain-12yrs-70cl,https://alcohaul.sg/api/productdetail/?slug=bunnahabhain-12yrs-70cl,Bunnahabhain 12yrs 70cl,Whisky,New AH,WSM047,92,1602150536,0,,,,,,,,,,,,,12yr,bunnahabhain
81,5f7ee08a9ae56e6d7b8b4a4c,bunnahabhain 18yrs 70cl,WSM048,Scotland,Islay,Single Malt Scotch Whiskey,46.30%,Y,700,"Nose: Salted caramel leading to sticky toffee pudding sprinkled with nutmeg. With time a leathery quality emerges. Palate: Dense, rich sherried notes perked up with a coastal saltiness. On a second wave roast chestnuts emerge and gentle wood spice. Finish: Woodspice becomes mixed spice. The finish is warming and lengthy salt and sherry towards the very end. Overall: Bunnahabhain without chill-filtration is dense and oily and shows off its sherried credentials with ease.
",0,9984,0,0,280,280,280,0,Buy Bunnahabhain 18yrs 70cl Online - Free Delivery in Singapore,"Bunnahabhain 18yrs 70cl free delivery in singapore, buy Bunnahabhain 18yrs 70cl online SG, Bunnahabhain 18yrs 70cl delivery singapore",Order Bunnahabhain 18yrs 70cl in Singapore from our online Alcohol Delivery shop - Alcohaul. Buy Bunnahabhain 18yrs 70cl online & get free delivery above $100 anywhere in Singapore.,bunnahbain-18-years-700ml,0,1,2,2,990,0,0,0,"dealerId: 5f846d425f2f3d44368b4568, cost: 280",0,0,"   from_qty : 2,  to_qty : 5,  smartPrice : 0 ,   from_qty : 6,  to_qty : 10,  smartPrice : 0  ",bunnahabhain-18yrs-70cl,"5f7edb089ae56e6d7b8b459f, 5f7edb119ae56e6d7b8b45aa",0,Bunnahabhain 18yrs 70cl,1,,0,0,27/05/21 6:07,08/10/20 9:48,"source: 5f7ee08a9ae56e6d7b8b4a4c_0.jpg, label: bunnahbain-18-years-700ml, order: 1, coverimage: 1",F1-10-F,,https://alcohaul.sg/products/bunnahabhain-18yrs-70cl,https://alcohaul.sg/api/productdetail/?slug=bunnahabhain-18yrs-70cl,Bunnahabhain 18yrs 70cl,Whisky,New AH,WSM048,280,1602150538,0,,,,,,,,,,,,,18yr,bunnahabhain
82,5fcdd3935f2f3d262b8b4567,bunnahabhain 25 years 70cl,WSM268,Scotland,Speyside,Single Malt Whisky,43%,Y,700,"In what will be seen as a positive move to whisky connoisseurs, Bunnahabhain have decided to bottle the 25 year old without chill-filtration and without colouring.&nbsp;<br />
Presented in smoked oak glass bottle and aged label design.</p>

<p>Nose: Sherried; sweet toffee and polished leather followed by cinnamon and the faintest hint of cardamon.</p>

<p>Palate: Fruit compote doused in cream and caster sugar, this develops into roasted malt, chestnuts and stewed raisins.</p>

<p>Finish: Demerara sugar, mixed spice, nutmeg and caramel lingering for long after the final sip.</p>

<p>Overall: Bunnahabhain with twenty-five years aging opens up the spirit to a plethora of rich, dark flavours that stay with the drinker long after the glass is finished.</p>
",0,2,0,88.15,460,903,460,1,Buy Bunnahabhain 25 Years 70cl Online - Free Delivery in Singapore,"Bunnahabhain 25 Years 70cl free delivery in singapore, buy Bunnahabhain 25 Years 70cl online SG, Bunnahabhain 25 Years 70cl delivery singapore",Order Bunnahabhain 25 Years 70cl in Singapore from our online Alcohol Delivery shop - Alcohaul. Buy Bunnahabhain 25 Years 70cl online & get free delivery above $100 anywhere in Singapore.,glenfarclas-17-years-700ml,0,1,1,2,990,0,0,0,"dealerId: 5f7edc059ae56e6d7b8b4697, cost: 460",0,0,"   from_qty : 2,  to_qty : 5,  smartPrice : 900 ,   from_qty : 6,  to_qty : 10,  smartPrice : 899  ",bunnahabhain-25-years-70cl,"5f7edb089ae56e6d7b8b459f, 5f7edb119ae56e6d7b8b45aa",100,"Scotland, Single Malt Whisky, 46.3% ABV",1,,0,0,11/12/20 10:57,07/12/20 7:02,"source: 5fcdd3935f2f3d262b8b4567_0.jpg, label: Bunnahabhain 25 Years 70cl, order: 1, coverimage: 1",D4-10-F,,https://alcohaul.sg/products/bunnahabhain-25-years-70cl,https://alcohaul.sg/api/productdetail/?slug=bunnahabhain-25-years-70cl,Bunnahabhain 25 Years 70cl,0,0,0,88.15,1607324563,0,,,,,,,,,,,,,25 year,bunnahabhain
