name,price,url,table_vals,description
Singleton of Glen Ord 12 Year Single Malt 700ml w/Gift Box,87.95,https://www.paneco.com.sg/products/singleton-of-glen-ord-12-year-single-malt-700ml-w-gift-box,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Singleton"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  The Singleton of Glen Ord 12 Year is gged in a mixture of American and European oak for a minimum of 12 years. An  extra-matured in sweet Muscat cask wood and crafted in small batches gives it a deeply fruity, layered and complex taste.
                "
Singleton Of Glendullan 18 Year 1L w/Gift Box,198,https://www.paneco.com.sg/products/singleton-of-glendullan-18-year-single-malt-1l-w-gift-box,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""1000ml"", ""Brand"": ""Singleton"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  A very well-balanced whiskey that is richer, rounder and sweeter than younger expressions, and also has an attractive spicy finish.
                "
Singleton Of Glendullan 38 Year 700ml w/Gift Box,1788,https://www.paneco.com.sg/products/singleton-of-glendullan-38-year-single-malt-700ml-w-gift-box,"{""Alcohol percentage"": ""59.8"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Singleton"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  A rich, mellow and elegant whisky with all the confidence of age. Like a fine old wine with flavours beyond fruit, one feels strangely drawn to its subtleties and splendid dry, absorbing finish.
                "
Smokehead 700ml w/Gift Box,98.95,https://www.paneco.com.sg/products/smokehead-700ml-w-gift-box,"{""Alcohol percentage"": ""43.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Smokehead"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  Smokehead is a rich, seaweedy and intensely peaty Islay single malt whisky. The flavour is fresh, fruity and immense, with notes of sherry, iodine, toffee, smoke and sea salt all fighting for recognition.
                "
Smokehead Extra Rare 1L w/Gift Box,124.95,https://www.paneco.com.sg/products/smokehead-extra-rare-single-malt-1l-w-gift-box,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""1000ml"", ""Brand"": ""Smokehead"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  Smokehead is an exceptionally peaty Islay single malt. The warming smoky notes are an absolute delight on the taste buds, present right from the start to the lingering finish alongside somewhat more soothing hints of lemon and toffee.
                "
Smokehead High Voltage 700ml w/Gift Box,144.95,https://www.paneco.com.sg/products/smokehead-high-voltage-700ml-w-gift-box,"{""Alcohol percentage"": ""58.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Smokehead"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  Intensely peaty with a maritime note, vanilla and caramel on the nose.  The palate is unsurprisingly big and fiery with oily campfire smoke, earth and pepper.  The finish is coastal; sea spray and rock pools, along with lingering peat and a slight biscuity sweetness.
                "
Smoky Gold Gift Set,297.25,https://www.paneco.com.sg/products/smoky-whisky-christmas-bundle,"{""Bottle volume ml"": ""3 items""}","
A perfect combo of three smoky whiskies... a flavour to suit anyone's taste.Smooth, Smoky, Sophisticated. Celebrate in style, buy the package as a gift or to get the party started.
                "
Southern Comfort 1L,59.5,https://www.paneco.com.sg/products/southern-comfort-1l,"{""Alcohol percentage"": ""35.0"", ""Bottle volume ml"": ""1000ml"", ""Brand"": ""Southern Comfort"", ""Gift box"": ""No"", ""Country of origin"": ""United States"", ""Type"": ""Bourbon""}","
                  Southern Comfort was produced in 1874 by a bartender who believed that drinking whiskey should be an enjoyable experience, and not one you should suffer from. He mixed whiskey with a mixture of fruits and spices he had formulated, and created a delicious drink that slides down the throat. Today the Southern Comfort is produced from a natural cereal distillate and a mixture of whiskey, vanilla, sugar, cinnamon and various fruits, first and foremost the peach.
                "
Southern Comfort Black Whisky 1L,72.8,https://www.paneco.com.sg/products/southern-comfort-black-whisky-1l,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""1000ml"", ""Brand"": ""Southern Comfort"", ""Gift box"": ""No"", ""Country of origin"": ""United States"", ""Type"": ""Bourbon""}","
                  A robust whiskey-forward profile with subtle spice and fruity accents, our Black label takes the original Southern Comfort experience up a notch — for those who like their extra-smooth whiskey extra bold. Try it neat, on the rocks or in a classic cocktail.
                "
Southern Comfort Original Whisky 750ml,46,https://www.paneco.com.sg/products/southern-comfort-original-whisky-750ml,"{""Alcohol percentage"": ""35.0"", ""Bottle volume ml"": ""750ml"", ""Brand"": ""Southern Comfort"", ""Gift box"": ""No"", ""Country of origin"": ""United States"", ""Type"": ""Bourbon""}","
                  Southern Comfort Original is our 70 proof whiskey, inspired by our founder's 1874 recipe, with core whiskey notes and iconic fruit and spice accents. Enjoyed best with mainstream mixers and in cocktails, it brings everyone together - just like our hometown.
                "
Speyburn 10 Year 700ml w/Gift Box,89.9,https://www.paneco.com.sg/products/speyburn-10-year-700ml-w-gift-box,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Speyburn"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  This Speyburn 10 Year hails from the Speyburn distillery in Rothes and is matured in a combination of American oak ex-bourbon and ex-sherry casks to create bold flavours and a smooth finish. The nose is fresh and clean with some zesty lemon notes. The palate opens with sweet toffee and butterscotch, leading to a long and smooth finish.

                "
Speyburn 15 Year 700ml w/Gift Box,139.5,https://www.paneco.com.sg/products/speyburn-15-year-700ml-w-gift-box,"{""Alcohol percentage"": ""46.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Speyburn"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
The Speyburn 15 Year is matured in a combination of American and Spanish oak, giving it a rich, vibrant character.The nose opens with rich dark chocolate and spicy raisins, before zesty citrus and vanilla emerge. The palate brings oranges, toffee, vanilla and leather amidst a gentle spice. The finish is creamy and long lasting with a warming spice.

                "
Speyburn 18 Year Single Malt 700ml w/Gift Box,229.95,https://www.paneco.com.sg/products/speyburn-18-year-single-malt-700ml-w-gift-box,"{""Alcohol percentage"": ""46.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Speyburn"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
Beautifully matured in American oak and Spanish oak casks for 18 years, this outstanding Single Malt not only brings to life the natural vibrancy of Speyside but embodies a distillery’s devotion to its craft.
"
Speyburn Bradan Orach 700ml w/Gift Box,64.5,https://www.paneco.com.sg/products/speyburn-bradan-orach-700ml-w-gift-box,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Speyburn"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  Matured exclusively in American oak ex-bourbon casks, Bradan Orach is light gold in colour with a bright and vibrant flavour. This refreshing Single Malt is a toast to the natural wonder of Speyside.
                "
Suntory Kakubin 700ml,61.8,https://www.paneco.com.sg/products/suntory-kakubin-700ml,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Suntory"", ""Gift box"": ""No"", ""Country of origin"": ""Japan""}","
                  This premium Japanese whisky is nicknamed Kakubin meaning 'square bottle’ – derived from the bottles unique design. Launched in 1937, Kakubin has since become the blended whisky of choice for casual drinkers and connoisseurs across Japan. 
                "
Suntory Kakushiro White 700ml,68,https://www.paneco.com.sg/products/suntory-kakushiro-white-700ml,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Suntory"", ""Gift box"": ""No"", ""Country of origin"": ""Japan""}","
Dozens of years had passed since Suntory began creating Yamazaki Single Malt Whisky in the outskirts of Kyoto, based on the dream of Shinjiro Torii, the founder of Suntory, of crafting a Japanese whisky that rivals scotch. In 1937, Kakubin was created as a Japanese whisky tailored to the delicate Japanese palate.Its position has remained unshakable in the 70 plus years of rapid change that have since passed. The square-cut, tortoise-shell bottle continues to bear witness to unwavering quality.
                "
Suntory Royal Slim Bottle 660ml,106,https://www.paneco.com.sg/products/suntory-royal-slim-bottle-660ml,"{""Alcohol percentage"": ""43.0"", ""Bottle volume ml"": ""660ml"", ""Brand"": ""Suntory"", ""Gift box"": ""No"", ""Country of origin"": ""Japan""}","
                  The slim bottle (66cl) release of Suntory Royal blended whisky, first introduced in 1960 to mark the company's 60th anniversary. It was crafted Suntory's first Master Blender, legendary Shinjiro Toriii. It is a blend of Hibiki, Yamazaki and Hakushu what makes it an incredibly elegant and smooth whisky.
                "
Suntory The Chita 700ml,86.9,https://www.paneco.com.sg/products/suntory-the-chita-700ml-w-gift-box,"{""Alcohol percentage"": ""43.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Suntory"", ""Gift box"": ""No"", ""Country of origin"": ""Japan""}","
This single grain whisky was made with diverse unblended whisky brewing techniques and master craftsmanship developed over many years at the Chita Distillery in Aichi Prefecture. It features a light taste and delicately sweet fragrance.The design features black calligraphy that expresses the distinctive qualities of Japanese whisky set on a white Japanese washi paper label representing the light flavor.
                "
Talisker 10 Year 1L w/Gift Box,128.95,https://www.paneco.com.sg/products/talisker-10-year,"{""Alcohol percentage"": ""45.8"", ""Bottle volume ml"": ""1000ml"", ""Brand"": ""Talisker"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  The classic stalwart of the Talisker family. The perfect companion for when the day is done, smooth, smoky with a comforting afterglow.
                "
Talisker 10 Year 700ml w/Gift Box,86.95,https://www.paneco.com.sg/products/talisker-10-year-700ml-w-gift-box,"{""Alcohol percentage"": ""45.8"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Talisker"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
The classic stalwart of the Talisker family. The perfect companion for when the day is done, smooth, smoky with a comforting afterglow. The peat level is a moderate 16-22 ppm (Phenol Parts per Million) and their 10 year old is aged primarily in ex-bourbon casks which they constructed to a larger hogshead size. 
                "
Talisker Dark Storm 1L,142.65,https://www.paneco.com.sg/products/talisker-dark-storm-1l,"{""Alcohol percentage"": ""45.8"", ""Bottle volume ml"": ""1000ml"", ""Brand"": ""Talisker"", ""Gift box"": ""No"", ""Country of origin"": ""Scotland""}","
                  Dark Storm Single Malt Scotch Whisky is matured in heavily-charred oak casks for an intensely smoky flavour, designed to capture the wild, untamed spirit of a full-blown storm at sea.
                "
Talisker Port Ruighe 700ml w/Gift Box,113.95,https://www.paneco.com.sg/products/talisker-port-ruighe-700ml-w-gift-box,"{""Alcohol percentage"": ""45.8"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Talisker"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  The Talisker Port Ruighe is double matured in port casks. This malt is a toast to the Scottish traders who braved the high seas and were instrumental in the foundation of the port wine trade. The port finish combines Talisker’s powerful maritime character with succulent sweet notes of rich berry fruits for a superb taste experience.
                "
Talisker Skye 700ml w/Gift Box,104,https://www.paneco.com.sg/products/talisker-skye-700ml-w-gift-box,"{""Alcohol percentage"": ""45.8"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Talisker"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  The Isle of Skye is renowned for its rich, varied landscape – from its soft, serene shores to the dark, jagged peaks of the Cuillin mountains. Talisker Skye is the distillery’s ode to these appealing contrasts, with a smoky sweetness, maritime notes and a spicy edge.

                "
Talisker Storm 700ml w/Gift Box,119,https://www.paneco.com.sg/products/talisker-storm-700ml-w-gift-box,"{""Alcohol percentage"": ""45.8"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Talisker"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  Talisker Storm offers the drinker Talisker’s full maritime majesty, all unfettered elemental power and confidence.
                "
Teacher's Highland Cream 700ml,39.69,https://www.paneco.com.sg/products/teachers-750ml,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Teachers"", ""Gift box"": ""No"", ""Country of origin"": ""Scotland""}","
                  Teacher’s has been one of the world’s favorite and best recognized blended Scotch Whisky brands since it was first established in 1830. It contains an exceptionally high proportion of malt whisky which produces a smooth, complex product with great consistency. 
                "
Teeling Small Batch 1L,108.5,https://www.paneco.com.sg/products/teeling-small-batch-1l,"{""Alcohol percentage"": ""46.0"", ""Bottle volume ml"": ""1000ml"", ""Brand"": ""Teeling"", ""Gift box"": ""No"", ""Country of origin"": ""Ireland""}","
                  Flagship Irish whiskey and our attempt to create the most interesting Blended Irish whiskey. This small batch bottling consists of hand selected casks which are given further maturation in ex-rum barrels imparting extra character and smooth flavour unique to Irish whiskey. Bottling at 46% with no chill filtration completes an Irish whiskey of true character.
                "
Teeling Small Batch 700ml Gift Pack w/2 Glasses,98,https://www.paneco.com.sg/products/teeling-small-batch-700ml-gift-pack-w-2-glasses,"{""Alcohol percentage"": ""46.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Teeling"", ""Gift box"": ""Yes"", ""Country of origin"": ""Ireland""}","
                  Flagship Irish whiskey and our attempt to create the most interesting Blended Irish whiskey. This small batch bottling consists of hand selected casks which are given further maturation in ex-rum barrels imparting extra character and smooth flavour unique to Irish whiskey. 
                "
Tenjaku Blended 700ml,79.5,https://www.paneco.com.sg/products/tenjaku-blended-700ml,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Tenjaku"", ""Gift box"": ""No"", ""Country of origin"": ""Japan""}","
Tenjaku Blended is a pure, mellow flavor whisky. Its carefully selected unprocessed whiskies and pure, natural spring water are expertly blended to create this distinctive whisky.
                "
The Ardmore Legacy 700ml w/Gift Box,77.8,https://www.paneco.com.sg/products/the-ardmore-legacy-single-malt-700ml-w-gift-box,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Ardmore"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  The Ardmore Legacy celebrates the distillery’s unique location on the fringes of the Highlands, offering a lightly peated liquid that is sweet and uplifting. The gentle flavour fully captures the essence of this spirit’s stunning Highland home. The Ardmore Legacy will appeal to experienced peated malt drinkers and newcomers, alike.
                "
The Chivas Brothers' Blend 1L w/Gift Box,89.8,https://www.paneco.com.sg/products/the-chivas-brothers-blend-1l-w-gift-box,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""1000ml"", ""Brand"": ""Chivas"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
AN EXCLUSIVE TRIBUTE TO THE FOUNDERS OF CHIVASThis 12-year old blend includes higher proportions of Strathisla and Longmorn Single Malts and was created as a fitting tribute to the famously smooth blending style of John and James Chivas.
                "
The Deveron 12 Year Old 700ml w/Gift Box,94.5,https://www.paneco.com.sg/products/the-deveron-12-year-single-malt-700ml-w-gift-box,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""The Deveron"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
The Deveron hails from Macduff distillery, found beside the River Deveron just before it meets the North Sea. Sheltered from those restless waters and the worst winter winds, this tranquil spot offers calm from the storm; the perfect place to craft a mellow fireside malt.Distillation employs five small copper pot stills and unusual horizontal condensers which are arranged for a light and fruity spirit. The result is a rare coastal whisky which holds the tang of shoreline air alongside sturdy apple notes, dried fruits and nutty warmth.
                "
The Famous Grouse - Naked Grouse Whisky 700ml,91,https://www.paneco.com.sg/products/famous-grouse-the-naked-grouse-whisky-700ml,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Famous Grouse"", ""Gift box"": ""No"", ""Country of origin"": ""Scotland""}","
Convention said Blended Malt matured and got its flavour from pre-used Bourbon casks. This got us thinking, what if instead we used first-fill sherry casks to add another layer of rich and fruity flavour to our unique blend of single malts? These are casks that have never held whisky, Naked Casks we call them. This liberating leap into the unknown didn’t just work, it was a joyful exuberance of flavour, that changed the possibilities of whisky enjoyment!In fact from this sprung a whole ‘Live Naked’ ethos, celebrating freedom; that liberating moment of release when you drop the act and can get back to the real you, the Naked you. Tie off, bra off, laptop shut!Naked Grouse gives you the freedom to enjoy things your way. It’s best for those liberating moments when only a blended malt will do.Live differently… Live Naked!
                "
The Singleton of Dufftown 18 Year 700ml w/Gift Box,124.95,https://www.paneco.com.sg/products/the-singleton-of-dufftown-18-year-single-malt-700ml-w-gift-box,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""700ml"", ""Brands"": ""Singleton, Dufftown"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
Stylishly packaged in a distinctive 19th century-style 'flask', the colour of the bottle reflects the blue flint glass used at the turn of the previous century. It was matured in both American and European oak casks.Enjoy this creamy and malty flavour Speyside whisky accompanied with long finishing and spicy. 
                "
Timorous Beastie 700ml w/Gift Box,98.5,https://www.paneco.com.sg/products/timorous-beastie-700ml-w-gift-box,"{""Alcohol percentage"": ""46.8"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Timorous Beastie"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
Timorous Beastie captures the true essence of The Highlands in a marriage of the region's finest Single Malts, including those distilled at amongst others Blair Athol, Dalmore, Glengoyne and Glen Garioch Distilleries. A big and bold Blended 100% Malt matured in Bourbon casks for a sweetly vanilla’d, sugary style.
                "
Togouchi Kiwami Jl 700ml w/Gift Box,86.6,https://www.paneco.com.sg/products/togouchi-kiwami-jl-700ml-w-gift-box,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Togouchi"", ""Gift box"": ""Yes"", ""Country of origin"": ""Japan""}","
                  Togouchi Kiwami, which is the latest Chugoku Jozo release, is a limited edition exclusively reserved for the French market.
                "
Toki Whisky 1L,104.6,https://www.paneco.com.sg/products/suntory-whisky-toki-800,"{""Alcohol percentage"": ""43.0"", ""Bottle volume ml"": ""1000ml"", ""Brand"": ""Suntory"", ""Gift box"": ""No"", ""Country of origin"": ""Japan""}","
Toki is a blended whisky from Suntory's three distilleries: Yamazaki, Hakushu and Chita. This is a round and sweet blend with a refreshing citrus character and a spicy finish.'Toki' means 'time' in Japanese. Toki has a different composition to its sister blend, Suntory Hibiki, and its main components are Hakushu single malt and Chita grain whisky.
                "
Tokinoka Blended 500ml w/Gift Box,79.99,https://www.paneco.com.sg/products/tokinoka-blended-500ml-w-gift-box,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""500ml"", ""Brand"": ""Tokinoka"", ""Gift box"": ""Yes"", ""Country of origin"": ""Japan""}","
                  The Tokinoka Japanese Whiskey is the expression of taste and Japanese skills accuracy and balance of flavours, delicate texture. Tokinoka means ‘fragrance of time’ in Japanese.

                "
Tomatin 12 Year 1L w/Gift Box,135,https://www.paneco.com.sg/products/tomatin-12-year-single-malt-1l-w-gift-box,"{""Alcohol percentage"": ""43.0"", ""Bottle volume ml"": ""1000ml"", ""Brand"": ""Tomatin"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  The Tomatin 12 Year Old is smooth and silky, having been matured in traditional Scotch Whisky, ex-Bourbon and ex-Spanish Sherry casks. A rich, fruity aroma is the prelude to sweet flavours of ripe apples, pears and a subtle hint of nut before the long, pleasantly oily finish. 

                "
Tomatin 12 Year 700ml Single Malt Whisky w/ Gift Box,84.5,https://www.paneco.com.sg/products/tomatin-12-year-single-malt-700ml-w-gift-box,"{""Alcohol percentage"": ""43.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Tomatin"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  The Tomatin 12 Year Old is smooth and silky, having been matured in traditional Scotch Whisky, ex-Bourbon and ex-Spanish Sherry casks. A rich, fruity aroma is the prelude to sweet flavours of ripe apples, pears and a subtle hint of nut before the long, pleasantly oily finish.
                "
Tomatin 30 Year 700ml w/Gift Box,632,https://www.paneco.com.sg/products/tomatin-30-year-single-malt-700ml-w-gift-box,"{""Alcohol percentage"": ""46.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Tomatin"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  The Tomatin 30 Year delivers fresh aromas of soft fruits, golden honey and smooth white chocolate. On the palate, a fusion of tropical fruits and creamy buttered vanilla mingle in an explosion of sensational mixed spices.
                "
Tomatin Cu Bocan Signature 700ml w/Gift Box,119.95,https://www.paneco.com.sg/products/tomatin-cu-bocan-signature-single-malt-700ml-w-gift-box,"{""Alcohol percentage"": ""46.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Tomatin"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
Each winter, a small batch of Cu Bocan is distilled at Tomatin’s highland home, each time looking to outdo its predecessor. Tomatin Cu Bocan Signature is another success, matured in ex sherry, bourbon and virgin oak casks and bottled with a gentle smokiness and notes of cinnamon and vanilla
"
Tomatin Legacy 700ml w/Gift Box,91,https://www.paneco.com.sg/products/tomatin-legacy-single-malt-700ml-w-gift-box,"{""Alcohol percentage"": ""43.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Tomatin"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  Time in Bourbon barrels and Virgin Oak casks brings a light sweetness to The Tomatin Legacy, which boasts aromas of vanilla bean, white chocolate and cinnamon. On the palate gentle waves of fresh fruit peppered with ginger emerge ahead of a light, clean finish. 
                "
Tomintoul 25 Year 700ml w/Gift Box,720,https://www.paneco.com.sg/products/tomintoul-25-year-single-malt-700ml-w-gift-box,"{""Alcohol percentage"": ""43.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Tomintoul"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  Multi-award winning Tomintoul Speyside Glenlivet Single Malt Scotch Whisky Aged 25 Years has been lovingly crafted, from a selection of the finest bourbon casks, each aged for at least twenty-five years.
                "
Tomintoul Tlath 700ml w/Gift Box,73.95,https://www.paneco.com.sg/products/tomintoul-tlath-single-malt-700ml-w-gift-box,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Tomintoul"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  Tomintoul Tlath is the result of a very careful selection of individual casks. The hand-chosen collection consists of whiskies of various ages matured in first-class American oak bourbon barrels.
                "
Tullamore D.E.W. 14 Year 700ml w/Gift Box,122,https://www.paneco.com.sg/products/tullamore-d-e-w-14-year-700ml-w-gift-box,"{""Alcohol percentage"": ""41.3"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Tullamore"", ""Gift box"": ""Yes"", ""Country of origin"": ""Ireland""}","
                  A unique, triple distilled 14 year old single malt that has been finished in a combination of Bourbon, Oloroso Sherry, Port and Madeira barrels for a minimum of six months. 
                "
Tullamore D.E.W. 18 Year 700ml w/Gift Box,215,https://www.paneco.com.sg/products/tullamore-d-e-w-18-year-700ml-w-gift-box,"{""Alcohol percentage"": ""41.3"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Tullamore"", ""Gift box"": ""Yes"", ""Country of origin"": ""Ireland""}","
This is a very limited edition of Tullamore Dew. Bottled at 18 years old, this triple distilled single malt was matured in a complex mix of ex-bourbon, sherry, madeira and port barrels. It imparts an unparraleled smooth yet complex flavour with a delightful combination of caramelised fruit, rich oak and baked apple notes.
                "
Tullamore D.E.W. Original Irish Whisky 1L,81.95,https://www.paneco.com.sg/products/tullamore-dew-original-irish-whisky-1l,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""1000ml"", ""Brand"": ""Tullamore"", ""Gift box"": ""No"", ""Country of origin"": ""Ireland""}","
Triple distilled and patiently aged in a combination of ex-bourbon and sherry casks, this original blended Irish whiskey is known the world over for its smooth and gentle complexity.The early floral yet biscuit flavour reflects the grain whiskey, while the soft spicy notes can be attributed to the pot still whiskey in the blend. The citrus flavour is complemented by the malt. Finally notice the nutty or even marzipan note combined with distinctive vanilla in the finish – imparted by the sherry and bourbon casks used in maturation.
                "
Tullamore D.E.W. Original Irish Whisky 700ml,61,https://www.paneco.com.sg/products/tullamore-d-e-w-original-irish-whisky-700ml,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Tullamore"", ""Gift box"": ""No"", ""Country of origin"": ""Ireland""}","
                  Triple distilled and patiently aged in a combination of ex-bourbon and sherry casks, this original blended Irish whiskey is known the world over for its smooth and gentle complexity. The early floral yet biscuit flavour reflects the grain whiskey, while the soft spicy notes can be attributed to the pot still whiskey in the blend. The citrus flavour is complemented by the malt. Finally notice the nutty or even marzipan note combined with distinctive vanilla in the finish – imparted by the sherry and bourbon casks used in maturation.
                "
Whisky Virtue Bundle,211.58,https://www.paneco.com.sg/products/whisky-virtue-bundle,"{""Bottle volume ml"": ""3 items""}","
                  Virtuous by design, this pack of whisky is carefully selected to bring out the best flavours.
                "
White Walker by Johnnie Walker 1L,84.5,https://www.paneco.com.sg/products/white-walker-by-johnnie-walker-1l,"{""Alcohol percentage"": ""41.7"", ""Bottle volume ml"": ""1000ml"", ""Brand"": ""Johnnie Walker"", ""Gift box"": ""No"", ""Country of origin"": ""Scotland""}","
Created by whisky specialist George Harper, alongside the small team of expert blenders at Johnnie Walker, this innovative whisky is best served directly from the freezer, echoing the chilling presence of the White Walkers.The Scotch has notes of caramelised sugar and vanilla, fresh red berries with a touch of orchard fruit and features Single Malts from Cardhu and Clynelish – one of Scotland’s most Northern distilleries. Blender George Harper used the Frozen North as his starting point for creating White Walker by Johnnie Walker. He said: “Whiskies from Clynelish have endured long, Scottish Winters, not dissimilar to the long periods endured by the Night’s Watch who have ventured north of the wall - so it was the perfect place to start when creating this unique whisky.”
                "
Wild Turkey 101 1L,96,https://www.paneco.com.sg/products/wild-turkey-101-1l,"{""Alcohol percentage"": ""50.5"", ""Bottle volume ml"": ""1000ml"", ""Brand"": ""Wild Turkey"", ""Gift box"": ""No"", ""Country of origin"": ""United States"", ""Type"": ""Bourbon""}","
                  For more than 60 years, legendary Master Distiller Jimmy Russell has been crafting Wild Turkey 101 the right way. 
Wild Turkey 101 is a great bottling for all who like full-flavoured whiskeys with deep complexity and soul. 
                "
Wild Turkey 81 1L,79.85,https://www.paneco.com.sg/products/wild-turkey-81-1l,"{""Alcohol percentage"": ""40.5"", ""Bottle volume ml"": ""1000ml"", ""Brand"": ""Wild Turkey"", ""Gift box"": ""No"", ""Country of origin"": ""United States"", ""Type"": ""Bourbon""}","
Originally crafted by Kentucky Bourbon Hall-of-Famer Eddie Russell as “Wild Turkey 81”, Wild Turkey Bourbon is aged in American White Oak barrels with the deepest, No. 4 “alligator” char.With notes of sweet vanilla, pear, and hints of spice, this bourbon finishes with a flavor that is full and rich, whether enjoyed straight or with a mixer.
                "
Wild Turkey 81 750ml,61.95,https://www.paneco.com.sg/products/wild-turkey-81-750ml,"{""Alcohol percentage"": ""40.5"", ""Bottle volume ml"": ""750ml"", ""Brand"": ""Wild Turkey"", ""Gift box"": ""No"", ""Country of origin"": ""United States"", ""Type"": ""Bourbon""}","
Originally crafted by Kentucky Bourbon Hall-of-Famer Eddie Russell as “Wild Turkey 81”, Wild Turkey Bourbon is aged in American White Oak barrels with the deepest, No. 4 “alligator” char. With notes of sweet vanilla, pear, and hints of spice, this bourbon finishes with a flavor that is full and rich, whether enjoyed straight or with a mixer.
                "
