name,price,url,table_vals,description
Glenmorangie The Tarlogan Single Malt 700ml w/Gift Box,134.95,https://www.paneco.com.sg/products/glenmorangie-the-tarlogan-single-malt-700ml-w-gift-box,"{""Alcohol percentage"": ""43.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Glenmorangie"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
Glenmorangie Tarlogan displays all the sweet purity of the Tarlogie Spring while maintaining a classic Glenmorangie backbone. Aged in virgin oak as well as ex-bourbon casks, Glenmorangie Tarlogan evokes the botanical aromas of an early summer morning walk through the woods.
                "
Glenmorangie The Tayne Single Malt 1L w/Gift Box,129.8,https://www.paneco.com.sg/products/glenmorangie-the-tayne-single-malt-1l-w-gift-box,"{""Alcohol percentage"": ""43.0"", ""Bottle volume ml"": ""1000ml"", ""Brand"": ""Glenmorangie"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  Legend has it that just offshore from our Distillery is the shipwreck of a 16th Century Spanish Galleon. Once loaded with treasure, it is one of many ships lost when the Spanish Armada fled from the English Navy round the Scottish coast.
Glenmorangie Tayne captures this tale and is something of a Spanish treasure itself, having been aged in carefully selected Amontillado Sherry casks, a rarely seen finish in the world of whisky.
                "
Glenrothes 10 Year Single Malt 700ml Gift Pack w/2 Glasses,99.95,https://www.paneco.com.sg/products/glenrothes-10-year-single-malt-700ml-gift-pack-w-2-glasses,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Glenrothes"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  Matured only in sherry seasoned oak casks and bottled at natural colour. With a character of vanilla, shortbread and lemon peel.
                "
Glenrothes 12 Year 700ml w/Gift Box,104.5,https://www.paneco.com.sg/products/glenrothes-12-year-single-malt-700ml-w-gift-box,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Glenrothes"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  The Glenrothes 12 Year is billed as the classic “house” Glenrothes style, aged only in Sherry casks. Light aromas of banana and vanilla tempt you in, while this excellent benchmark Speyside offers a palate full of more banana, lemon and fresh, juicy melon alongside a hint of sweet cinnamon. The finish is long, soft, sweet and lightly spiced.

                "
Glenrothes 18 Year 700ml w/Gift Box,223.25,https://www.paneco.com.sg/products/glenrothes-18-year-single-malt-700ml-w-gift-box,"{""Alcohol percentage"": ""43.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Glenrothes"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
Glenrothes 18 Year is a complex and well-rounded expression, matured only in sherry seasoned oak casks, a high proportion first fill. Bottled at natural colour with a sweet vanilla, pear and fresh ginger character.
"
Glenrothes 1998 Single Cask #1969 700ml,689,https://www.paneco.com.sg/products/glenrothes-1998-single-cask-1969-single-malt-700ml,"{""Alcohol percentage"": ""51.9"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Glenrothes"", ""Gift box"": ""No"", ""Country of origin"": ""Scotland""}","
Rich in wine influence and aromatic perfumed violets, this special edition of Glenrothes 1998 single cask #1969 is the 275 bottle out of 412. Savour every drop of this Glenrothers expression on special occasions or drop of water to bring out more rich and aromatic flavouring characteristics. 
                "
Glenrothes Bourbon Cask Reserve 700ml w/Gift Box,99.8,https://www.paneco.com.sg/products/glenrothes-bourbon-cask-reserve-single-malt-700ml-w-gift-box,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Glenrothes"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  The Glenrothes Bourbon Cask Reserve is matured exclusively in American oak bourbon casks, and has sweet notes of coconut and vanilla, with touches of crème brulée. A rich and smooth single malt, it offers tremendous taste for those moments when a top-notch toast is in order.

                "
Glenrothes Manse Reserve Single Malt 700ml w/ Gift Box,89,https://www.paneco.com.sg/products/glenrothes-manse-reserve-single-malt-700ml-w-gift-box,"{""Alcohol percentage"": ""43.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Glenrothes"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
Nestled in a quiet corner of Speyside, The Glenrothes Distillery has been crafting some of the world’s finest whisky since 1879. 
A place with many stories to tell. A place of pride, dedication, and above all, a place of whisky.The Manse Reserve was originally a travel retail product. Now you can enjoy it exclusively in Singapore on Paneco.com.
                "
Glenrothes Ministers Reserve 700ml w/Gift Box,242,https://www.paneco.com.sg/products/glenrothes-ministers-reserve-single-malt-700ml-w-gift-box,"{""Alcohol percentage"": ""43.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Glenrothes"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  Glenrothes Ministers Reserve was made with well-matured single malt, most of which was aged in Spanish oak casks, it’s a stunning expression, packed to the hilt with sherried spices, vanilla, dark fruits and mocha.
                "
Glenrothes Peated Cask Reserve 700ml w/Gift Box,124.95,https://www.paneco.com.sg/products/glenrothes-peated-cask-reserve-single-malt-700ml-w-gift-box,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Glenrothes"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
Glenrothes Peated Cask Reserve edition is a spicy single malt Scotch whisky originating in the heart of the Speyside Region. The whisky combines notes of charred wood and moss along with some toffee aromas. The palate features lots of sweet chilli and chocolate influences mixed with a signature fruity taste. 
"
Glenrothes Robur Reserve 1L w/Gift Box,124.65,https://www.paneco.com.sg/products/glenrothes-robur-reserve-single-malt-1l-w-gift-box,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""1000ml"", ""Brand"": ""Glenrothes"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  The rarest and most expensive casks of all are those of Quercus Robur, grown in Northern Spain and seasoned with Oloroso Sherry. The Glenrothes Robur Reserve is therefore spicy, fruity, sweet and delicious.
                "
Good Luck Glenfiddich 21 & Rocking Glass Set,305.5,https://www.paneco.com.sg/products/good-luck-glenfiddich-21-year-rocking-glass-set,"{""Alcohol percentage"": ""43.2"", ""Bottle volume ml"": ""2 items"", ""Brand"": ""Glenfiddich"", ""Country of origin"": ""Scotland""}","
Combine an excellent scotch with four ""dancing"" whisky glasses in one set!After maturing the whisky for 21 years, their Malt Master adds even warmer and richer flavours by uniquely finishing this single malt in first fill bourbon barrels that once contained rum from the Caribbean. The rum-soaked cask infuses the aged whisky with a spicy warmth and indulgent vanilla and toffee sweetness, the character of the Caribbean shining through. This gives the whisky a sumptuous sweet intensity that is both rich and creamy yet still retains the unmistakable character of Glenfiddich.
                "
Gordon & Macphail - Glenrothes 11 Year - Discovery 700ml w/Gift Box,114.5,https://www.paneco.com.sg/products/gordon-macphail-glenrothes-11-year-discovery-single-malt-700ml-w-gift-box,"{""Alcohol percentage"": ""43.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Glenrothes"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  Gordon & MacPhail 'new Discovery Range' was created to offer the utterly dependable and consistent choice of their finest whiskies. Each expression sits within the bold flavour profiles of either 'Sherry', 'Smoky' or 'Bourbon' making these single malts the perfect match for the whisky lover who enjoys exploration through flavour and character.' This Glenrothes 11 Years Old has been matured in sherry casks.
                "
Grants Distillery Edition 1L w/Gift Box,78.5,https://www.paneco.com.sg/products/grants-distillery-edition-single-malt-1l-w-gift-box,"{""Alcohol percentage"": ""46.3"", ""Bottle volume ml"": ""1000ml"", ""Brand"": ""Grants"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  An exclusive and exceptional blended scotch whisky, Grant's Distillery Edition is non chill filtered to give it a greater depth of flavour intensity and taste. Grant's, Master Bender recommends adding a dash of water to release additional layers of complexity.
                "
Grants Elementary 8 Year 1L w/Gift Box,84.5,https://www.paneco.com.sg/products/grants-elementary-8-year-single-malt-1l-w-gift-box,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""1000ml"", ""Brand"": ""Grants"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  Matured for at least eight years in ex-Bourbon American oak casks, Grant’s Elementary Oxygen is deliciously sweet, creamy and crisp.
                "
Grants Elementary Carbon 6 Year 1L w/Gift Box,78.9,https://www.paneco.com.sg/products/grants-elementary-carbon-6-year-single-malt-1l-w-gift-box,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""1000ml"", ""Brand"": ""Grants"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  For this blend, Brian Kinsman (a chemist by training), selected award-winning single malts, as well as peated and grain whiskies to achieve the perfect balance between sweet highs and deep smoky lows.
                "
Grants Rum Cask Finish 1L w/Gift Box,77.95,https://www.paneco.com.sg/products/grants-rum-cask-finish-single-malt-1l-w-gift-box,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""1000ml"", ""Brand"": ""Grants"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  Traditional Scotch whisky blend with exotic flavours from the Caribbean. After many years ageing in oak barrels, the whisky is further matured in Caribbean rum casks for a smooth, rich and sweet taste. 
                "
Grants Triple Wood 700ml,40,https://www.paneco.com.sg/products/grants-triple-wood-single-malt-700ml,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Grants"", ""Gift box"": ""No"", ""Country of origin"": ""Scotland""}","
                  Many whiskies take their flavour from just one cask, but they mature Grant’s Triple Wood in three different types of wood: Virgin Oak cask provides spicy robustness, American Oak lends subtle vanilla smoothness and Bourbon refill offers brown sugar sweetness, resulting in a smoother, richer, mellower taste.
                "
Haig Dimple 15 Year 1L w/Gift Box,104.95,https://www.paneco.com.sg/products/haig-dimple-15-year-1l-w-gift-box-40,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""1000ml"", ""Brand"": ""Haig Whisky"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
Haig Dimple is the upmarket brother of Haig Gold with an age statement of 15 years and a much more malty influence including single Malt Whiskies from Glenkinchie and Linkwood in the blend.Fun Fact, Haig Dimple was also the dram of choice for James Bond 007 and his CIA Buddy Felix Leitner in the original James Bond Books by Ian Fleming in which Bond drove a Bentley rather than an Aston Martin!
                "
Haig Dimple Pinch 15 Year 1L w/Gift Box,108.55,https://www.paneco.com.sg/products/haig-dimple-pinch-1l,"{""Alcohol percentage"": ""43.0"", ""Bottle volume ml"": ""1000ml"", ""Brand"": ""Haig Whisky"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
Haig Dimple was named after the unique shape of the Dimple bottle. It was also known as Dimple Pinch in the USA, albeit in a stronger 43%abv expression. Haig Dimple is the upmarket brother of Haig Gold with an age statement of 15 years and a much more malty influence including single Malt Whiskies from Glenkinchie and Linkwood in the blend.Fun Fact, Haig Dimple was also the dram of choice for James Bond 007 and his CIA Buddy Felix Leitner in the original James Bond Books by Ian Fleming in which Bond drove a Bentley rather than an Aston Martin!
                "
Haig Gold Label 700ml,64.5,https://www.paneco.com.sg/products/haig-gold-label-700ml,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Haig Whisky"", ""Gift box"": ""No"", ""Country of origin"": ""Scotland""}","
                  The Haig Gold Label is a blend with mostly from Glenkinchie and Linkwood distilleries. The Haig dynasty is one of the oldest in the distilling world and it is thought that John Jameson was a descendent of Robert Haig. 
                "
Hakushu Single Malt Distiller's Reserve 700ml,186,https://www.paneco.com.sg/products/suntory-malt-the-hakushu-distiller-s-reserve,"{""Alcohol percentage"": ""43.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Hakushu"", ""Gift box"": ""No"", ""Country of origin"": ""Japan""}","
                  From Suntory's mountain forest distillery, nestled deep in Mt. Kaikomagatake, Hakushu Whisky is the freshand gently smoky single malt whisky with herbal notes that is the revelation of Japanese single malts.
                "
Highland Park 10 Year - Viking Scars Single Malt 700ml w/Gift Box,89.95,https://www.paneco.com.sg/products/highland-park-10-year-viking-scars-single-malt-700ml-w-gift-box,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Highland Park"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
Highland Park 10 Year - Viking Scars is matured predominantly in sherry seasoned European and American oak casks. The 10 Year Old is a fistful of fallen oranges, dollops of vanilla cream and smoky heather peat.
                "
Highland Park 12 Year Single Malt 700ml w/Gift Box,85.5,https://www.paneco.com.sg/products/highland-park-12-year-single-malt-700ml-w-gift-box,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Highland Park"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  A single malt whiskey produced in the Highland Park distillery in the island Orkney, located in the island group in northern Scotland. This is a typical smoky Scottish whiskey, with strong flavors of peat and heather bush. The whiskey is aged for 12 years in barrels that in the past used for aging sherry, a process that gives it sweetness and a honey-like aroma.
                "
Highland Park 15 Year - Saxo Single Cask Series Single Malt 700ml,524,https://www.paneco.com.sg/products/highland-park-15-year-saxo-single-cask-series-single-malt-700ml,"{""Alcohol percentage"": ""59.8"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Highland Park"", ""Gift box"": ""No"", ""Country of origin"": ""Scotland""}","
Highland Park 15 years Saxo is a single cask edition that was released specifically for the Danish market. Distillation began in 2003 and the whiskey was bottled in 2018. The maturation takes place entirely on a first-fill sherry puncheon (600 liter drum) vat 4460, made of American oak.This Highland Park whiskey has a beautiful golden color. The aroma is lively and reminiscent of oak, coconut, sweets, smoke and full notes of leather. The flavors are powerful and strong, but still very enjoyable. Vanilla, marzipan, fruit and oak move to a delicate, smoky aftertaste.

                "
Highland Park 18 Year 700ml Single Malt w/ Gift Box,188,https://www.paneco.com.sg/products/highland-park-18-year-single-malt-700ml-w-gift-box,"{""Alcohol percentage"": ""43.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Highland Park"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
Named Best Spirit in the World in the Spirit Journal, on two separate occasions, the intense balance of the flavours found in VIKING PRIDE owes everything to our five traditional keystones of production, honoured for over 220 years. Slow-burning, aromatic peat from Hobbister Moor; hand turned floor maltings, Sherry seasoned European oak casks, cool maturation in our temperate island climate and a long and unhurried harmonisation process. Like their founder, Magnus Eunson, they share their Viking ancestors’ commitment to skilled craftsmanship as well as their proud, independent spirit.
"
Highland Park 26 Year - Soren Solkaer Single Malt 700ml,790,https://www.paneco.com.sg/products/highland-park-26-year-soren-solkaer-single-malt-700ml,"{""Alcohol percentage"": ""40.5"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Highland Park"", ""Gift box"": ""No"", ""Country of origin"": ""Scotland""}","
Highland Park is proud to introduce Highland Park Søren 26 Year, an exclusive partnership with renowned photographer, Søren Solkær. Rich and smoky, the whisky has been crafted from a combination of exceptional casks hand-selected by Master Whisky Maker, Gordon Motion.A heady mix of juicy raisins compliment fistfuls of cloves and cardamom, as our signature heathery peat imparts a taste, that much like a picture, speaks a thousand words.
                "
Highland Park 30 Year Single Malt 700ml w/Gift Box,1485,https://www.paneco.com.sg/products/highland-park-30-year-single-malt-700ml-w-gift-box,"{""Alcohol percentage"": ""45.7"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Highland Park"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  30 years ago, the producer’s master distiller decided to lay down the casks that would go on to become the heart of this exceptional whisky and over these 3 decades, the whisky maturing inside them has developed an outstanding balance, with a seductive sweetness and extremely delicate smoke.
                "
Highland Park Dragon Legend Single Malt 700ml w/Gift Box,114.5,https://www.paneco.com.sg/products/highland-park-dragon-legend-single-malt-700ml-w-gift-box,"{""Alcohol percentage"": ""43.1"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Highland Park"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
Highland Dragon Legend is a single malt as bold and unconventional as Sigurd himself. The woodless peat from Hobbister Moor delivers a profusion of aromatic smokiness. Then, there’s the sweet fragrant spiciness that comes from slow maturation in sherry-seasoned European and American oak casks. The result is a whisky with a more intense smokiness than the 12 Year Old, and with a flavour profile of freshly cut wood, dollops of vanilla custard and notes of lemon and honey. Then, comes that signature smokiness - inimitable Highland Park harmony.
                "
Highland Park Eagle 16 Year Single Malt 700ml w/ Gift Box,168,https://www.paneco.com.sg/products/highland-park-eagle-16-year-single-malt-700ml-w-gift-box,"{""Alcohol percentage"": ""44.5"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Highland Park"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
Here, on Orkney, those earthly winds sweep across our island home too, reaching speeds of over 100 miles per hour in winter. No trees survive such onslaught so our moorland peat is woodless, but rich in fragrant heather, producing the characteristic aromatic smokiness of our whisky.16 YEAR OLD WINGS OF THE EAGLE celebrates our wild island climate. Its spicy and elegant character reveals a sophisticated combination of flavours, layered as intricately as the feathers of an eagle’s wing.
                "
Highland Park Harald Single Malt 700ml w/Gift Box,134.9,https://www.paneco.com.sg/products/highland-park-harald-single-malt-700ml-w-gift-box,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Highland Park"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
A combination of Sherry seasoned American oak and European oak casks gives rise to a complex yet finely balanced whisky. HARALD positively brims over with heady ginger and sandalwood soothed by sweet sponge cake and hints of freshly grated nutmeg.The Warrior Series is a collection of single malts created to showcase the very best of Highland Park. Each expression both introduces a key figure from Orkney’s Viking history and demonstrates how the flavours of Highland Park are influenced by cask type.One of the most important figures in the history of the Vikings, HARALD was central to the founding of the Orkney Earldom. As King of Norway, he was famed for his mighty army, which gained recognition (and instilled fear) across the world.This is a Paneco.com exclusive in Singapore.
                "
Highland Park Loyalty Of The Wolf 14 Year Single Malt 1L w/Gift Box,129.5,https://www.paneco.com.sg/products/highland-park-loyalty-of-the-wolf-14-year-single-malt-1l-w-gift-box,"{""Alcohol percentage"": ""42.3"", ""Bottle volume ml"": ""1000ml"", ""Brand"": ""Highland Park"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
The Highland Park Loyalty Of The Wolf 14 Year has been slowly matured in sherry-seasoned American oak, ex-bourbon and refill casks. By combining these different styles of casks, Highland Park was able to achieve a fine balance of contrasts - of sweet and spice.On the palate, you’ll find vanilla sponge cake and baked apples balanced exceptionally with cinnamon, all-spice, and a light, heather-rich peat-smoke.
                "
Highland Park Spirit of the Bear Single Malt 1L w/ Gift Box,107.99,https://www.paneco.com.sg/products/highland-park-spirit-of-the-bear-single-malt-1l-w-gift-box,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""1000ml"", ""Brand"": ""Highland Park"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  Preparing for battle, Viking warriors believed they could harness the great bear’s mighty power and stamina by wrapping themselves in its skins. These fearless warriors became known as ‘berserkers’, their name derived from the old Norse words ‘ber’ – bear and ‘sekr ‘– skin. Our island home on Orkney was under Viking rule for over 600 years and their myths and legends have become our own. Intensely smoky with a bold spiciness, Highland Park’s Spirit of the Bear is inspired by our Viking ancestors’ resilient nature and fierce independence – characteristics that sit at the heart of our whisky making today. Bright golden straw in color, with flavors of smoky peat, root ginger, freshly-grated nutmeg, and sweet vanilla pods.
                "
Highland Park The Dark 17 Year Single Malt 700ml w/Gift Box,478,https://www.paneco.com.sg/products/highland-park-the-dark-17-year-single-malt-700ml-w-gift-box,"{""Alcohol percentage"": ""52.9"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Highland Park"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  This rich and powerful single malt has been exclusively matured in sherry seasoned oak casks and comes presented in an embossed black glass bottle. The serpent dragon design on the bottle takes its inspiration from the great Norse sagas, embracing both the high sun of the summer solstice and the low sun of the winter solstice, while the runic writing reflects the ancient carvings of Viking ancestors at Orkney.

                "
Highland Park Valknut Single Malt 700ml w/Gift Box,158.5,https://www.paneco.com.sg/products/highland-park-valknut-single-malt-700ml-w-gift-box,"{""Alcohol percentage"": ""46.8"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Highland Park"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
Highland Park Valknut was created using a higher proportion of local peated malt and matured in a combination of sherry seasoned European and American oak casks and ex-bourbon casks. Valknut walks a fine line between the aromatic spiciness of cloves and cracked black pepper, and the patisserie sweetness of toasted vanilla and creme brûlée, hence the term, Custard Bonfire. The packaging for each release in the Viking Legend series was created by Jim Lyngvild, a Danish designer and artist of international renown, whose 36th great grandfather was Ragnvald Eysteinsson, the first Earl of the Orkney Islands.
                "
Isle of Jura 10 Year 700ml w/Gift Box,77.95,https://www.paneco.com.sg/products/isle-of-jura-10-year-single-malt-700ml-w-gift-box,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Jura"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  This 10 year old is the distillery's core expression and has the characteristic briney, pine, cereal and fudge flavours. The overall impression is of an easy to drink, approachable and soft whisky. 
                "
Isle of Jura 12 Year 700ml w/Gift Box,84.5,https://www.paneco.com.sg/products/isle-of-jura-12-year-single-malt-700ml-w-gift-box,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Jura"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
The Isle of Jura 12 Year is matured in American white oak ex-bourbon barrels before being finished in aged Oloroso sherry casks to give a rich and rounded taste, with a perfect balance of smoky and sweet.The nose has a refined combination of delicious tropical fruit aromas. The palate opens with chocolate, walnut and citrus fruit, followed by coffee, liquorice, salted bananas and brown sugar, with a whisper of smoke emerging on the finish.
                "
Isle Of Jura Journey 700ml w/Gift Box,73.9,https://www.paneco.com.sg/products/isle-of-jura-journey-single-malt-700ml-w-gift-box,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Jura"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
It's the journey, not the destination that shapes us. The path from foundation to the rebirth of Jura distillery in 1963 has shaped character within the community and the whisky that Jura produces. This road has Jura Distillery to produce their own unique style. Isle Of Jura Journey is matured in a American white oak ex-bourbon barrels for a sweet finish.
                "
Isle of Jura Prophecy 750ml w/Gift Box,102,https://www.paneco.com.sg/products/isle-of-jura-prophecy-single-malt-750ml-w-gift-box,"{""Alcohol percentage"": ""46.0"", ""Bottle volume ml"": ""750ml"", ""Brand"": ""Jura"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  Prophecy is Jura's peatier and older expression. Described as dry, smoky and muscular with the typical note of pine found in Jura's whiskies. Definitely one to put on your 'to do' list if you like the smoky, robust whiskies from Islay distilleries such as Ardbeg.
                "
Isle Of Jura Seven Wood 700ml w/Gift Box,109.5,https://www.paneco.com.sg/products/isle-of-jura-seven-wood-single-malt-700ml-w-gift-box,"{""Alcohol percentage"": ""42.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""Jura"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  Shaped by seven separate Oak woods: first-fill ex-bourbon American White Oak, Vosges, Bertranges, Jupilles, Allier, Tronçais & Limousin barrels, the Isle Of Jura Seven Wood is a fitting tribute to the Master Blender’s skill to reimagine and reinvent scotch whisky. 
                "
Isle of Jura The Bay 1L w/Gift Box,142,https://www.paneco.com.sg/products/isle-of-jura-the-bay-single-malt-1l-w-gift-box,"{""Alcohol percentage"": ""44.0"", ""Bottle volume ml"": ""1000ml"", ""Brand"": ""Jura"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
Sheltered by a string of islands, the bay is where the islanders meet the sea. White sands in the north, the jetty overlooked by the distillery in the south, life around the bay is marked by the coming and going of the tides.Matured in American White Oak ex-bourbon barrels and enhanced with a warm finish from hand-selected Sherry casks which previously held fifteen years old Pedro Ximénez Sherry wines.
                "
Isle of Jura The Sound 1L w/Gift Box,131.95,https://www.paneco.com.sg/products/isle-of-jura-the-sound-single-malt-1l-w-gift-box,"{""Alcohol percentage"": ""42.5"", ""Bottle volume ml"": ""1000ml"", ""Brand"": ""Jura"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
                  This one was finished in barrels that held 15 year old PX and named after Jura’s northern strait, home to the Gulf of Corryvreckan, a notorious whirlpool lying in wait for the unwary. It's an easy-drinking, lightly peated malt with flavours of caramel fudge, black forest fruits and milk chocolate. 
                "
Iwai 750ml w/Gift Box,99.5,https://www.paneco.com.sg/products/hombo-shuzo-iwai-750ml-w-gift-box,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""750ml"", ""Brand"": ""Mars Shinshu"", ""Gift box"": ""Yes"", ""Country of origin"": ""Japan""}","
                  From Japan's Mars distillery, Iwai is named for Kiichiro Iwai, who was the mentor of Yamazaki's blender. This is a corn-based blend plus malt, aged in ex-bourbon barrels which is inspired by whiskies from America. Light caramel corn notes, apricot, peach. 
                "
Iwai Tradition 750ml w/Gift Box,106,https://www.paneco.com.sg/products/hombo-shuzo-iwai-750ml-tradition-w-gift-box,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""750ml"", ""Brand"": ""Mars Shinshu"", ""Gift box"": ""Yes"", ""Country of origin"": ""Japan""}","
Iwai pot still is running to half a century, blended whiskey, which put a sense of gratitude and respect to Mr. Mars creator of ""Kiichiro Iwai"". Complex and pleasant aroma characteristic, taste is gentle, also felt soft but ripening sense if you are firm and body. 
                "
J&B 15 Year 1L w/Gift Box,97,https://www.paneco.com.sg/products/j-b-15-year-1l-w-gift-box,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""1000ml"", ""Brand"": ""J&B Whisky"", ""Gift box"": ""Yes"", ""Country of origin"": ""Scotland""}","
Produced with a careful selection of the best Scottish malt and grain whiskies, mainly from the region of Speyside.The only one in its category with an aging of at least 15 years in oak barrels.
A pale coloured blend with a fresh and soft taste which is characterized by the maturity and softness provided by its long aging period.
                "
J&B Rare Whisky 1L,66.5,https://www.paneco.com.sg/products/j-b-rare-whisky-1l,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""1000ml"", ""Brand"": ""J&B Whisky"", ""Gift box"": ""No"", ""Country of origin"": ""Scotland""}","
The blend itself is made with a combination of 42 Scotch single malts and grains, with a generous portion of Speyside whisky at the expression's core. Perfect for using in mixed drinks and cocktails.
"
J&B Whisky 700ml,52.3,https://www.paneco.com.sg/products/j-b-whisky-700ml,"{""Alcohol percentage"": ""40.0"", ""Bottle volume ml"": ""700ml"", ""Brand"": ""J&B Whisky"", ""Gift box"": ""No"", ""Country of origin"": ""Scotland""}","
A back bar favourite blended Scotch whisky, J&B Rare has long been a go-to for whisky fans across the globe, particularly in Europe. Following the end of Prohibition in the USA, J&B Rare was created by Justerini & Brooks to appeal to the American palate, hitting shelves in 1933. The blend itself is made with a combination of 42 Scotch single malts and grains, with a generous portion of Speyside whisky at the expression's core. Perfect for using in mixed drinks and cocktails.
                "
